	name	description	page
812	falbicollis_homolog_chrom_start	Flycatcher chromosome/scaffold start (bp)	homologs
813	falbicollis_homolog_chrom_end	Flycatcher chromosome/scaffold end (bp)	homologs
814	falbicollis_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
815	falbicollis_homolog_subtype	Last common ancestor with Flycatcher	homologs
816	falbicollis_homolog_orthology_type	Flycatcher homology type	homologs
817	falbicollis_homolog_perc_id	%id. target Flycatcher gene identical to query gene	homologs
818	falbicollis_homolog_perc_id_r1	%id. query gene identical to target Flycatcher gene	homologs
819	falbicollis_homolog_goc_score	Flycatcher Gene-order conservation score	homologs
820	falbicollis_homolog_wga_coverage	Flycatcher Whole-genome alignment coverage	homologs
821	falbicollis_homolog_dn	dN with Flycatcher	homologs
822	falbicollis_homolog_ds	dS with Flycatcher	homologs
823	falbicollis_homolog_orthology_confidence	Flycatcher orthology confidence [0 low, 1 high]	homologs
824	dmelanogaster_homolog_ensembl_gene	Fruitfly gene stable ID	homologs
825	dmelanogaster_homolog_associated_gene_name	Fruitfly gene name	homologs
826	dmelanogaster_homolog_ensembl_peptide	Fruitfly protein or transcript stable ID	homologs
827	dmelanogaster_homolog_chromosome	Fruitfly chromosome/scaffold name	homologs
828	dmelanogaster_homolog_chrom_start	Fruitfly chromosome/scaffold start (bp)	homologs
829	dmelanogaster_homolog_chrom_end	Fruitfly chromosome/scaffold end (bp)	homologs
830	dmelanogaster_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
831	dmelanogaster_homolog_subtype	Last common ancestor with Fruitfly	homologs
832	dmelanogaster_homolog_orthology_type	Fruitfly homology type	homologs
833	dmelanogaster_homolog_perc_id	%id. target Fruitfly gene identical to query gene	homologs
834	dmelanogaster_homolog_perc_id_r1	%id. query gene identical to target Fruitfly gene	homologs
835	dmelanogaster_homolog_goc_score	Fruitfly Gene-order conservation score	homologs
836	dmelanogaster_homolog_wga_coverage	Fruitfly Whole-genome alignment coverage	homologs
837	dmelanogaster_homolog_dn	dN with Fruitfly	homologs
838	dmelanogaster_homolog_ds	dS with Fruitfly	homologs
839	dmelanogaster_homolog_orthology_confidence	Fruitfly orthology confidence [0 low, 1 high]	homologs
840	trubripes_homolog_ensembl_gene	Fugu gene stable ID	homologs
841	trubripes_homolog_associated_gene_name	Fugu gene name	homologs
842	trubripes_homolog_ensembl_peptide	Fugu protein or transcript stable ID	homologs
843	trubripes_homolog_chromosome	Fugu chromosome/scaffold name	homologs
844	trubripes_homolog_chrom_start	Fugu chromosome/scaffold start (bp)	homologs
845	trubripes_homolog_chrom_end	Fugu chromosome/scaffold end (bp)	homologs
846	trubripes_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
847	trubripes_homolog_subtype	Last common ancestor with Fugu	homologs
848	trubripes_homolog_orthology_type	Fugu homology type	homologs
849	trubripes_homolog_perc_id	%id. target Fugu gene identical to query gene	homologs
850	trubripes_homolog_perc_id_r1	%id. query gene identical to target Fugu gene	homologs
851	trubripes_homolog_goc_score	Fugu Gene-order conservation score	homologs
852	trubripes_homolog_wga_coverage	Fugu Whole-genome alignment coverage	homologs
853	trubripes_homolog_dn	dN with Fugu	homologs
854	trubripes_homolog_ds	dS with Fugu	homologs
855	trubripes_homolog_orthology_confidence	Fugu orthology confidence [0 low, 1 high]	homologs
856	nleucogenys_homolog_ensembl_gene	Gibbon gene stable ID	homologs
857	nleucogenys_homolog_associated_gene_name	Gibbon gene name	homologs
858	nleucogenys_homolog_ensembl_peptide	Gibbon protein or transcript stable ID	homologs
859	nleucogenys_homolog_chromosome	Gibbon chromosome/scaffold name	homologs
860	nleucogenys_homolog_chrom_start	Gibbon chromosome/scaffold start (bp)	homologs
861	nleucogenys_homolog_chrom_end	Gibbon chromosome/scaffold end (bp)	homologs
862	nleucogenys_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
863	nleucogenys_homolog_subtype	Last common ancestor with Gibbon	homologs
864	nleucogenys_homolog_orthology_type	Gibbon homology type	homologs
865	nleucogenys_homolog_perc_id	%id. target Gibbon gene identical to query gene	homologs
866	nleucogenys_homolog_perc_id_r1	%id. query gene identical to target Gibbon gene	homologs
867	nleucogenys_homolog_goc_score	Gibbon Gene-order conservation score	homologs
868	nleucogenys_homolog_wga_coverage	Gibbon Whole-genome alignment coverage	homologs
869	nleucogenys_homolog_dn	dN with Gibbon	homologs
870	nleucogenys_homolog_ds	dS with Gibbon	homologs
871	nleucogenys_homolog_orthology_confidence	Gibbon orthology confidence [0 low, 1 high]	homologs
872	chircus_homolog_ensembl_gene	Goat gene stable ID	homologs
873	chircus_homolog_associated_gene_name	Goat gene name	homologs
874	chircus_homolog_ensembl_peptide	Goat protein or transcript stable ID	homologs
875	chircus_homolog_chromosome	Goat chromosome/scaffold name	homologs
876	chircus_homolog_chrom_start	Goat chromosome/scaffold start (bp)	homologs
877	chircus_homolog_chrom_end	Goat chromosome/scaffold end (bp)	homologs
878	chircus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
879	chircus_homolog_subtype	Last common ancestor with Goat	homologs
880	chircus_homolog_orthology_type	Goat homology type	homologs
881	chircus_homolog_perc_id	%id. target Goat gene identical to query gene	homologs
882	chircus_homolog_perc_id_r1	%id. query gene identical to target Goat gene	homologs
883	chircus_homolog_goc_score	Goat Gene-order conservation score	homologs
884	chircus_homolog_wga_coverage	Goat Whole-genome alignment coverage	homologs
885	chircus_homolog_dn	dN with Goat	homologs
886	chircus_homolog_ds	dS with Goat	homologs
887	chircus_homolog_orthology_confidence	Goat orthology confidence [0 low, 1 high]	homologs
888	mauratus_homolog_ensembl_gene	Golden Hamster gene stable ID	homologs
889	mauratus_homolog_associated_gene_name	Golden Hamster gene name	homologs
890	mauratus_homolog_ensembl_peptide	Golden Hamster protein or transcript stable ID	homologs
891	mauratus_homolog_chromosome	Golden Hamster chromosome/scaffold name	homologs
892	mauratus_homolog_chrom_start	Golden Hamster chromosome/scaffold start (bp)	homologs
893	mauratus_homolog_chrom_end	Golden Hamster chromosome/scaffold end (bp)	homologs
894	mauratus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
895	mauratus_homolog_subtype	Last common ancestor with Golden Hamster	homologs
896	mauratus_homolog_orthology_type	Golden Hamster homology type	homologs
897	mauratus_homolog_perc_id	%id. target Golden Hamster gene identical to query gene	homologs
898	mauratus_homolog_perc_id_r1	%id. query gene identical to target Golden Hamster gene	homologs
899	mauratus_homolog_goc_score	Golden Hamster Gene-order conservation score	homologs
900	mauratus_homolog_wga_coverage	Golden Hamster Whole-genome alignment coverage	homologs
901	mauratus_homolog_dn	dN with Golden Hamster	homologs
902	mauratus_homolog_ds	dS with Golden Hamster	homologs
903	mauratus_homolog_orthology_confidence	Golden Hamster orthology confidence [0 low, 1 high]	homologs
904	rroxellana_homolog_ensembl_gene	Golden snub-nosed monkey gene stable ID	homologs
905	rroxellana_homolog_associated_gene_name	Golden snub-nosed monkey gene name	homologs
906	rroxellana_homolog_ensembl_peptide	Golden snub-nosed monkey protein or transcript stable ID	homologs
907	rroxellana_homolog_chromosome	Golden snub-nosed monkey chromosome/scaffold name	homologs
908	rroxellana_homolog_chrom_start	Golden snub-nosed monkey chromosome/scaffold start (bp)	homologs
909	rroxellana_homolog_chrom_end	Golden snub-nosed monkey chromosome/scaffold end (bp)	homologs
910	rroxellana_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
911	rroxellana_homolog_subtype	Last common ancestor with Golden snub-nosed monkey	homologs
912	rroxellana_homolog_orthology_type	Golden snub-nosed monkey homology type	homologs
913	rroxellana_homolog_perc_id	%id. target Golden snub-nosed monkey gene identical to query gene	homologs
914	rroxellana_homolog_perc_id_r1	%id. query gene identical to target Golden snub-nosed monkey gene	homologs
915	rroxellana_homolog_goc_score	Golden snub-nosed monkey Gene-order conservation score	homologs
916	rroxellana_homolog_wga_coverage	Golden snub-nosed monkey Whole-genome alignment coverage	homologs
917	rroxellana_homolog_dn	dN with Golden snub-nosed monkey	homologs
918	rroxellana_homolog_ds	dS with Golden snub-nosed monkey	homologs
919	rroxellana_homolog_orthology_confidence	Golden snub-nosed monkey orthology confidence [0 low, 1 high]	homologs
920	ggorilla_homolog_ensembl_gene	Gorilla gene stable ID	homologs
921	ggorilla_homolog_associated_gene_name	Gorilla gene name	homologs
922	ggorilla_homolog_ensembl_peptide	Gorilla protein or transcript stable ID	homologs
923	ggorilla_homolog_chromosome	Gorilla chromosome/scaffold name	homologs
924	ggorilla_homolog_chrom_start	Gorilla chromosome/scaffold start (bp)	homologs
925	ggorilla_homolog_chrom_end	Gorilla chromosome/scaffold end (bp)	homologs
926	ggorilla_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
927	ggorilla_homolog_subtype	Last common ancestor with Gorilla	homologs
928	ggorilla_homolog_orthology_type	Gorilla homology type	homologs
929	ggorilla_homolog_perc_id	%id. target Gorilla gene identical to query gene	homologs
930	ggorilla_homolog_perc_id_r1	%id. query gene identical to target Gorilla gene	homologs
931	ggorilla_homolog_goc_score	Gorilla Gene-order conservation score	homologs
932	ggorilla_homolog_wga_coverage	Gorilla Whole-genome alignment coverage	homologs
933	ggorilla_homolog_dn	dN with Gorilla	homologs
934	ggorilla_homolog_ds	dS with Gorilla	homologs
935	ggorilla_homolog_orthology_confidence	Gorilla orthology confidence [0 low, 1 high]	homologs
936	cporcellus_homolog_ensembl_gene	Guinea Pig gene stable ID	homologs
937	cporcellus_homolog_associated_gene_name	Guinea Pig gene name	homologs
938	cporcellus_homolog_ensembl_peptide	Guinea Pig protein or transcript stable ID	homologs
939	cporcellus_homolog_chromosome	Guinea Pig chromosome/scaffold name	homologs
940	cporcellus_homolog_chrom_start	Guinea Pig chromosome/scaffold start (bp)	homologs
941	cporcellus_homolog_chrom_end	Guinea Pig chromosome/scaffold end (bp)	homologs
942	cporcellus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
943	cporcellus_homolog_subtype	Last common ancestor with Guinea Pig	homologs
944	cporcellus_homolog_orthology_type	Guinea Pig homology type	homologs
945	cporcellus_homolog_perc_id	%id. target Guinea Pig gene identical to query gene	homologs
946	cporcellus_homolog_perc_id_r1	%id. query gene identical to target Guinea Pig gene	homologs
947	cporcellus_homolog_goc_score	Guinea Pig Gene-order conservation score	homologs
948	cporcellus_homolog_wga_coverage	Guinea Pig Whole-genome alignment coverage	homologs
949	cporcellus_homolog_dn	dN with Guinea Pig	homologs
950	cporcellus_homolog_ds	dS with Guinea Pig	homologs
951	cporcellus_homolog_orthology_confidence	Guinea Pig orthology confidence [0 low, 1 high]	homologs
952	eeuropaeus_homolog_ensembl_gene	Hedgehog gene stable ID	homologs
953	eeuropaeus_homolog_associated_gene_name	Hedgehog gene name	homologs
954	eeuropaeus_homolog_ensembl_peptide	Hedgehog protein or transcript stable ID	homologs
955	eeuropaeus_homolog_chromosome	Hedgehog chromosome/scaffold name	homologs
956	eeuropaeus_homolog_chrom_start	Hedgehog chromosome/scaffold start (bp)	homologs
957	eeuropaeus_homolog_chrom_end	Hedgehog chromosome/scaffold end (bp)	homologs
958	eeuropaeus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
959	eeuropaeus_homolog_subtype	Last common ancestor with Hedgehog	homologs
960	eeuropaeus_homolog_orthology_type	Hedgehog homology type	homologs
961	eeuropaeus_homolog_perc_id	%id. target Hedgehog gene identical to query gene	homologs
962	eeuropaeus_homolog_perc_id_r1	%id. query gene identical to target Hedgehog gene	homologs
963	eeuropaeus_homolog_goc_score	Hedgehog Gene-order conservation score	homologs
964	eeuropaeus_homolog_wga_coverage	Hedgehog Whole-genome alignment coverage	homologs
965	eeuropaeus_homolog_dn	dN with Hedgehog	homologs
966	eeuropaeus_homolog_ds	dS with Hedgehog	homologs
967	eeuropaeus_homolog_orthology_confidence	Hedgehog orthology confidence [0 low, 1 high]	homologs
968	ecaballus_homolog_ensembl_gene	Horse gene stable ID	homologs
969	ecaballus_homolog_associated_gene_name	Horse gene name	homologs
970	ecaballus_homolog_ensembl_peptide	Horse protein or transcript stable ID	homologs
971	ecaballus_homolog_chromosome	Horse chromosome/scaffold name	homologs
972	ecaballus_homolog_chrom_start	Horse chromosome/scaffold start (bp)	homologs
973	ecaballus_homolog_chrom_end	Horse chromosome/scaffold end (bp)	homologs
974	ecaballus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
975	ecaballus_homolog_subtype	Last common ancestor with Horse	homologs
976	ecaballus_homolog_orthology_type	Horse homology type	homologs
977	ecaballus_homolog_perc_id	%id. target Horse gene identical to query gene	homologs
978	ecaballus_homolog_perc_id_r1	%id. query gene identical to target Horse gene	homologs
979	ecaballus_homolog_goc_score	Horse Gene-order conservation score	homologs
980	ecaballus_homolog_wga_coverage	Horse Whole-genome alignment coverage	homologs
981	ecaballus_homolog_dn	dN with Horse	homologs
982	ecaballus_homolog_ds	dS with Horse	homologs
983	ecaballus_homolog_orthology_confidence	Horse orthology confidence [0 low, 1 high]	homologs
984	pcapensis_homolog_ensembl_gene	Hyrax gene stable ID	homologs
985	pcapensis_homolog_associated_gene_name	Hyrax gene name	homologs
986	pcapensis_homolog_ensembl_peptide	Hyrax protein or transcript stable ID	homologs
987	pcapensis_homolog_chromosome	Hyrax chromosome/scaffold name	homologs
988	pcapensis_homolog_chrom_start	Hyrax chromosome/scaffold start (bp)	homologs
989	pcapensis_homolog_chrom_end	Hyrax chromosome/scaffold end (bp)	homologs
990	pcapensis_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
991	pcapensis_homolog_subtype	Last common ancestor with Hyrax	homologs
992	pcapensis_homolog_orthology_type	Hyrax homology type	homologs
993	pcapensis_homolog_perc_id	%id. target Hyrax gene identical to query gene	homologs
994	pcapensis_homolog_perc_id_r1	%id. query gene identical to target Hyrax gene	homologs
995	pcapensis_homolog_goc_score	Hyrax Gene-order conservation score	homologs
996	pcapensis_homolog_wga_coverage	Hyrax Whole-genome alignment coverage	homologs
997	pcapensis_homolog_dn	dN with Hyrax	homologs
998	pcapensis_homolog_ds	dS with Hyrax	homologs
999	pcapensis_homolog_orthology_confidence	Hyrax orthology confidence [0 low, 1 high]	homologs
1000	dordii_homolog_ensembl_gene	Kangaroo rat gene stable ID	homologs
1001	dordii_homolog_associated_gene_name	Kangaroo rat gene name	homologs
1002	dordii_homolog_ensembl_peptide	Kangaroo rat protein or transcript stable ID	homologs
1003	dordii_homolog_chromosome	Kangaroo rat chromosome/scaffold name	homologs
1004	dordii_homolog_chrom_start	Kangaroo rat chromosome/scaffold start (bp)	homologs
1005	dordii_homolog_chrom_end	Kangaroo rat chromosome/scaffold end (bp)	homologs
1006	dordii_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1007	dordii_homolog_subtype	Last common ancestor with Kangaroo rat	homologs
1008	dordii_homolog_orthology_type	Kangaroo rat homology type	homologs
1009	dordii_homolog_perc_id	%id. target Kangaroo rat gene identical to query gene	homologs
1010	dordii_homolog_perc_id_r1	%id. query gene identical to target Kangaroo rat gene	homologs
1011	dordii_homolog_goc_score	Kangaroo rat Gene-order conservation score	homologs
1012	dordii_homolog_wga_coverage	Kangaroo rat Whole-genome alignment coverage	homologs
1013	dordii_homolog_dn	dN with Kangaroo rat	homologs
1014	dordii_homolog_ds	dS with Kangaroo rat	homologs
1015	dordii_homolog_orthology_confidence	Kangaroo rat orthology confidence [0 low, 1 high]	homologs
1016	pmarinus_homolog_ensembl_gene	Lamprey gene stable ID	homologs
1017	pmarinus_homolog_associated_gene_name	Lamprey gene name	homologs
1018	pmarinus_homolog_ensembl_peptide	Lamprey protein or transcript stable ID	homologs
1019	pmarinus_homolog_chromosome	Lamprey chromosome/scaffold name	homologs
1020	pmarinus_homolog_chrom_start	Lamprey chromosome/scaffold start (bp)	homologs
1021	pmarinus_homolog_chrom_end	Lamprey chromosome/scaffold end (bp)	homologs
1022	pmarinus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1023	pmarinus_homolog_subtype	Last common ancestor with Lamprey	homologs
1024	pmarinus_homolog_orthology_type	Lamprey homology type	homologs
1025	pmarinus_homolog_perc_id	%id. target Lamprey gene identical to query gene	homologs
1026	pmarinus_homolog_perc_id_r1	%id. query gene identical to target Lamprey gene	homologs
1027	pmarinus_homolog_goc_score	Lamprey Gene-order conservation score	homologs
1028	pmarinus_homolog_wga_coverage	Lamprey Whole-genome alignment coverage	homologs
1029	pmarinus_homolog_dn	dN with Lamprey	homologs
1030	pmarinus_homolog_ds	dS with Lamprey	homologs
1031	pmarinus_homolog_orthology_confidence	Lamprey orthology confidence [0 low, 1 high]	homologs
1032	jjaculus_homolog_ensembl_gene	Lesser Egyptian jerboa gene stable ID	homologs
1033	jjaculus_homolog_associated_gene_name	Lesser Egyptian jerboa gene name	homologs
1034	jjaculus_homolog_ensembl_peptide	Lesser Egyptian jerboa protein or transcript stable ID	homologs
1035	jjaculus_homolog_chromosome	Lesser Egyptian jerboa chromosome/scaffold name	homologs
1036	jjaculus_homolog_chrom_start	Lesser Egyptian jerboa chromosome/scaffold start (bp)	homologs
1037	jjaculus_homolog_chrom_end	Lesser Egyptian jerboa chromosome/scaffold end (bp)	homologs
1038	jjaculus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1039	jjaculus_homolog_subtype	Last common ancestor with Lesser Egyptian jerboa	homologs
1040	jjaculus_homolog_orthology_type	Lesser Egyptian jerboa homology type	homologs
1041	jjaculus_homolog_perc_id	%id. target Lesser Egyptian jerboa gene identical to query gene	homologs
1042	jjaculus_homolog_perc_id_r1	%id. query gene identical to target Lesser Egyptian jerboa gene	homologs
1043	jjaculus_homolog_goc_score	Lesser Egyptian jerboa Gene-order conservation score	homologs
1044	jjaculus_homolog_wga_coverage	Lesser Egyptian jerboa Whole-genome alignment coverage	homologs
1045	jjaculus_homolog_dn	dN with Lesser Egyptian jerboa	homologs
1046	jjaculus_homolog_ds	dS with Lesser Egyptian jerboa	homologs
1047	jjaculus_homolog_orthology_confidence	Lesser Egyptian jerboa orthology confidence [0 low, 1 high]	homologs
1048	etelfairi_homolog_ensembl_gene	Lesser hedgehog tenrec gene stable ID	homologs
1049	etelfairi_homolog_associated_gene_name	Lesser hedgehog tenrec gene name	homologs
1050	etelfairi_homolog_ensembl_peptide	Lesser hedgehog tenrec protein or transcript stable ID	homologs
1051	etelfairi_homolog_chromosome	Lesser hedgehog tenrec chromosome/scaffold name	homologs
1052	etelfairi_homolog_chrom_start	Lesser hedgehog tenrec chromosome/scaffold start (bp)	homologs
1053	etelfairi_homolog_chrom_end	Lesser hedgehog tenrec chromosome/scaffold end (bp)	homologs
1054	etelfairi_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1055	etelfairi_homolog_subtype	Last common ancestor with Lesser hedgehog tenrec	homologs
1056	etelfairi_homolog_orthology_type	Lesser hedgehog tenrec homology type	homologs
1057	etelfairi_homolog_perc_id	%id. target Lesser hedgehog tenrec gene identical to query gene	homologs
1058	etelfairi_homolog_perc_id_r1	%id. query gene identical to target Lesser hedgehog tenrec gene	homologs
1059	etelfairi_homolog_goc_score	Lesser hedgehog tenrec Gene-order conservation score	homologs
1060	etelfairi_homolog_wga_coverage	Lesser hedgehog tenrec Whole-genome alignment coverage	homologs
1061	etelfairi_homolog_dn	dN with Lesser hedgehog tenrec	homologs
1062	etelfairi_homolog_ds	dS with Lesser hedgehog tenrec	homologs
1063	etelfairi_homolog_orthology_confidence	Lesser hedgehog tenrec orthology confidence [0 low, 1 high]	homologs
1064	clanigera_homolog_ensembl_gene	Long-tailed chinchilla gene stable ID	homologs
1065	clanigera_homolog_associated_gene_name	Long-tailed chinchilla gene name	homologs
1066	clanigera_homolog_ensembl_peptide	Long-tailed chinchilla protein or transcript stable ID	homologs
1067	clanigera_homolog_chromosome	Long-tailed chinchilla chromosome/scaffold name	homologs
1068	clanigera_homolog_chrom_start	Long-tailed chinchilla chromosome/scaffold start (bp)	homologs
1069	clanigera_homolog_chrom_end	Long-tailed chinchilla chromosome/scaffold end (bp)	homologs
1070	clanigera_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1071	clanigera_homolog_subtype	Last common ancestor with Long-tailed chinchilla	homologs
1072	clanigera_homolog_orthology_type	Long-tailed chinchilla homology type	homologs
1073	clanigera_homolog_perc_id	%id. target Long-tailed chinchilla gene identical to query gene	homologs
1074	clanigera_homolog_perc_id_r1	%id. query gene identical to target Long-tailed chinchilla gene	homologs
1075	clanigera_homolog_goc_score	Long-tailed chinchilla Gene-order conservation score	homologs
1076	clanigera_homolog_wga_coverage	Long-tailed chinchilla Whole-genome alignment coverage	homologs
1077	clanigera_homolog_dn	dN with Long-tailed chinchilla	homologs
1078	clanigera_homolog_ds	dS with Long-tailed chinchilla	homologs
1079	clanigera_homolog_orthology_confidence	Long-tailed chinchilla orthology confidence [0 low, 1 high]	homologs
1080	anancymaae_homolog_ensembl_gene	Ma's night monkey gene stable ID	homologs
1081	anancymaae_homolog_associated_gene_name	Ma's night monkey gene name	homologs
1082	anancymaae_homolog_ensembl_peptide	Ma's night monkey protein or transcript stable ID	homologs
1083	anancymaae_homolog_chromosome	Ma's night monkey chromosome/scaffold name	homologs
1084	anancymaae_homolog_chrom_start	Ma's night monkey chromosome/scaffold start (bp)	homologs
1085	anancymaae_homolog_chrom_end	Ma's night monkey chromosome/scaffold end (bp)	homologs
1086	anancymaae_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1087	anancymaae_homolog_subtype	Last common ancestor with Ma's night monkey	homologs
1088	anancymaae_homolog_orthology_type	Ma's night monkey homology type	homologs
1089	anancymaae_homolog_perc_id	%id. target Ma's night monkey gene identical to query gene	homologs
1090	anancymaae_homolog_perc_id_r1	%id. query gene identical to target Ma's night monkey gene	homologs
1091	anancymaae_homolog_goc_score	Ma's night monkey Gene-order conservation score	homologs
1092	anancymaae_homolog_wga_coverage	Ma's night monkey Whole-genome alignment coverage	homologs
1093	anancymaae_homolog_dn	dN with Ma's night monkey	homologs
1094	anancymaae_homolog_ds	dS with Ma's night monkey	homologs
1095	anancymaae_homolog_orthology_confidence	Ma's night monkey orthology confidence [0 low, 1 high]	homologs
1096	mmulatta_homolog_ensembl_gene	Macaque gene stable ID	homologs
1097	mmulatta_homolog_associated_gene_name	Macaque gene name	homologs
1098	mmulatta_homolog_ensembl_peptide	Macaque protein or transcript stable ID	homologs
1099	mmulatta_homolog_chromosome	Macaque chromosome/scaffold name	homologs
1100	mmulatta_homolog_chrom_start	Macaque chromosome/scaffold start (bp)	homologs
1101	mmulatta_homolog_chrom_end	Macaque chromosome/scaffold end (bp)	homologs
1102	mmulatta_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1103	mmulatta_homolog_subtype	Last common ancestor with Macaque	homologs
1104	mmulatta_homolog_orthology_type	Macaque homology type	homologs
1105	mmulatta_homolog_perc_id	%id. target Macaque gene identical to query gene	homologs
1106	mmulatta_homolog_perc_id_r1	%id. query gene identical to target Macaque gene	homologs
1107	mmulatta_homolog_goc_score	Macaque Gene-order conservation score	homologs
1108	mmulatta_homolog_wga_coverage	Macaque Whole-genome alignment coverage	homologs
1109	mmulatta_homolog_dn	dN with Macaque	homologs
1110	mmulatta_homolog_ds	dS with Macaque	homologs
1111	mmulatta_homolog_orthology_confidence	Macaque orthology confidence [0 low, 1 high]	homologs
1112	cjacchus_homolog_ensembl_gene	Marmoset gene stable ID	homologs
1113	cjacchus_homolog_associated_gene_name	Marmoset gene name	homologs
1114	cjacchus_homolog_ensembl_peptide	Marmoset protein or transcript stable ID	homologs
1115	cjacchus_homolog_chromosome	Marmoset chromosome/scaffold name	homologs
1116	cjacchus_homolog_chrom_start	Marmoset chromosome/scaffold start (bp)	homologs
1117	cjacchus_homolog_chrom_end	Marmoset chromosome/scaffold end (bp)	homologs
1118	cjacchus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1119	cjacchus_homolog_subtype	Last common ancestor with Marmoset	homologs
1120	cjacchus_homolog_orthology_type	Marmoset homology type	homologs
1121	cjacchus_homolog_perc_id	%id. target Marmoset gene identical to query gene	homologs
1122	cjacchus_homolog_perc_id_r1	%id. query gene identical to target Marmoset gene	homologs
1123	cjacchus_homolog_goc_score	Marmoset Gene-order conservation score	homologs
1124	cjacchus_homolog_wga_coverage	Marmoset Whole-genome alignment coverage	homologs
1125	cjacchus_homolog_dn	dN with Marmoset	homologs
1126	cjacchus_homolog_ds	dS with Marmoset	homologs
1127	cjacchus_homolog_orthology_confidence	Marmoset orthology confidence [0 low, 1 high]	homologs
1128	olatipes_homolog_ensembl_gene	Medaka gene stable ID	homologs
1129	olatipes_homolog_associated_gene_name	Medaka gene name	homologs
1130	olatipes_homolog_ensembl_peptide	Medaka protein or transcript stable ID	homologs
1131	olatipes_homolog_chromosome	Medaka chromosome/scaffold name	homologs
1132	olatipes_homolog_chrom_start	Medaka chromosome/scaffold start (bp)	homologs
1133	olatipes_homolog_chrom_end	Medaka chromosome/scaffold end (bp)	homologs
1134	olatipes_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1135	olatipes_homolog_subtype	Last common ancestor with Medaka	homologs
1136	olatipes_homolog_orthology_type	Medaka homology type	homologs
1137	olatipes_homolog_perc_id	%id. target Medaka gene identical to query gene	homologs
1138	olatipes_homolog_perc_id_r1	%id. query gene identical to target Medaka gene	homologs
1139	olatipes_homolog_goc_score	Medaka Gene-order conservation score	homologs
1140	olatipes_homolog_wga_coverage	Medaka Whole-genome alignment coverage	homologs
1141	olatipes_homolog_dn	dN with Medaka	homologs
1142	olatipes_homolog_ds	dS with Medaka	homologs
1143	olatipes_homolog_orthology_confidence	Medaka orthology confidence [0 low, 1 high]	homologs
1144	pvampyrus_homolog_ensembl_gene	Megabat gene stable ID	homologs
1145	pvampyrus_homolog_associated_gene_name	Megabat gene name	homologs
1146	pvampyrus_homolog_ensembl_peptide	Megabat protein or transcript stable ID	homologs
1147	pvampyrus_homolog_chromosome	Megabat chromosome/scaffold name	homologs
1148	pvampyrus_homolog_chrom_start	Megabat chromosome/scaffold start (bp)	homologs
1149	pvampyrus_homolog_chrom_end	Megabat chromosome/scaffold end (bp)	homologs
1150	pvampyrus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1151	pvampyrus_homolog_subtype	Last common ancestor with Megabat	homologs
1152	pvampyrus_homolog_orthology_type	Megabat homology type	homologs
1153	pvampyrus_homolog_perc_id	%id. target Megabat gene identical to query gene	homologs
1154	pvampyrus_homolog_perc_id_r1	%id. query gene identical to target Megabat gene	homologs
1155	pvampyrus_homolog_goc_score	Megabat Gene-order conservation score	homologs
1156	pvampyrus_homolog_wga_coverage	Megabat Whole-genome alignment coverage	homologs
1157	pvampyrus_homolog_dn	dN with Megabat	homologs
1158	pvampyrus_homolog_ds	dS with Megabat	homologs
1159	pvampyrus_homolog_orthology_confidence	Megabat orthology confidence [0 low, 1 high]	homologs
1160	mlucifugus_homolog_ensembl_gene	Microbat gene stable ID	homologs
1161	mlucifugus_homolog_associated_gene_name	Microbat gene name	homologs
1162	mlucifugus_homolog_ensembl_peptide	Microbat protein or transcript stable ID	homologs
1163	mlucifugus_homolog_chromosome	Microbat chromosome/scaffold name	homologs
1164	mlucifugus_homolog_chrom_start	Microbat chromosome/scaffold start (bp)	homologs
1165	mlucifugus_homolog_chrom_end	Microbat chromosome/scaffold end (bp)	homologs
1166	mlucifugus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1167	mlucifugus_homolog_subtype	Last common ancestor with Microbat	homologs
1168	mlucifugus_homolog_orthology_type	Microbat homology type	homologs
1169	mlucifugus_homolog_perc_id	%id. target Microbat gene identical to query gene	homologs
1170	mlucifugus_homolog_perc_id_r1	%id. query gene identical to target Microbat gene	homologs
